Model,AUC,Threshold,Net_Benefit
XGBoost Optimized,0.8397613762486126,0.63,-0.033176033176033154
XGBoost Optimized,0.8397613762486126,0.64,-0.043503821281599075
XGBoost Optimized,0.8397613762486126,0.65,-0.040060468631897245
XGBoost Optimized,0.8397613762486126,0.66,-0.040460628695922846
XGBoost Optimized,0.8397613762486126,0.67,-0.040564373897707284
XGBoost Optimized,0.8397613762486126,0.68,-0.029100529100529154
XGBoost Optimized,0.8397613762486126,0.6900000000000001,-0.045058883768561264
XGBoost Optimized,0.8397613762486126,0.7000000000000001,-0.056437389770723156
XGBoost Optimized,0.8397613762486126,0.7100000000000001,-0.07389162561576368
XGBoost Optimized,0.8397613762486126,0.72,-0.08692365835222976
XGBoost Optimized,0.8397613762486126,0.73,-0.08661571624534581
XGBoost Optimized,0.8397613762486126,0.74,-0.10622710622710618
XGBoost Optimized,0.8397613762486126,0.75,-0.12169312169312169
XGBoost Optimized,0.8397613762486126,0.76,-0.13844797178130513
XGBoost Optimized,0.8397613762486126,0.77,-0.15665976535541754
XGBoost Optimized,0.8397613762486126,0.78,-0.17652717652717653
XGBoost Optimized,0.8397613762486126,0.79,-0.1783824640967499
XGBoost Optimized,0.8397613762486126,0.8,-0.20105820105820116
XGBoost Optimized,0.8397613762486126,0.81,-0.20356446672236156
XGBoost Optimized,0.8397613762486126,0.8200000000000001,-0.2351557907113464
XGBoost Optimized,0.8397613762486126,0.8300000000000001,-0.21288515406162484
XGBoost Optimized,0.8397613762486126,0.8400000000000001,-0.2526455026455029
XGBoost Optimized,0.8397613762486126,0.85,-0.29100529100529093
XGBoost Optimized,0.8397613762486126,0.86,-0.3015873015873015
XGBoost Optimized,0.8397613762486126,0.87,-0.3475783475783475
XGBoost Optimized,0.8397613762486126,0.88,-0.3562610229276896
XGBoost Optimized,0.8397613762486126,0.89,-0.4136604136604137
XGBoost Optimized,0.8397613762486126,0.9,-0.42857142857142866
XGBoost Optimized,0.8397613762486126,0.91,-0.49911816578483265
XGBoost Optimized,0.8397613762486126,0.92,-0.5873015873015877
XGBoost Optimized,0.8397613762486126,0.93,-0.7006802721088441
XGBoost Optimized,0.8397613762486126,0.9400000000000001,-0.8624338624338634
XGBoost Optimized,0.8397613762486126,0.9500000000000001,-1.0740740740740757
XGBoost Optimized,0.8397613762486126,0.9600000000000001,-1.4126984126984155
XGBoost Optimized,0.8397613762486126,0.97,-1.94179894179894
XGBoost Optimized,0.8397613762486126,0.98,-2.22222222222222
