Model,AUC,AP,Recall,Precision
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.22641509433962265,0.631578947368421
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.20754716981132076,0.6111111111111112
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.20754716981132076,0.6470588235294118
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.20754716981132076,0.6875
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.18867924528301888,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.18867924528301888,0.7142857142857143
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.18867924528301888,0.7692307692307693
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.16981132075471697,0.75
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.1509433962264151,0.7272727272727273
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.1320754716981132,0.7
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.11320754716981132,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.09433962264150944,0.625
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.07547169811320754,0.5714285714285714
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.07547169811320754,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.05660377358490566,0.6
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.05660377358490566,0.75
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.03773584905660377,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.03773584905660377,1.0
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.018867924528301886,1.0
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.0,1.0
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.2804232804232804
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.2864864864864865
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.28804347826086957
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.2896174863387978
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.29120879120879123
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.292817679558011
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.29444444444444445
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.29608938547486036
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.29775280898876405
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.2994350282485876
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.30113636363636365
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3028571428571429
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3045977011494253
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3063583815028902
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3081395348837209
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.31176470588235294
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3136094674556213
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.31547619047619047
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.31736526946107785
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3192771084337349
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3212121212121212
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3231707317073171
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.32515337423312884
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3271604938271605
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.32919254658385094
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.33125
Random Forest,0.8423973362930077,0.6308600789432003,1.0,0.3333333333333333
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.3291139240506329
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.33121019108280253
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.3333333333333333
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.33548387096774196
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.33766233766233766
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.33986928104575165
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.34210526315789475
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.3443708609271523
Random Forest,0.8423973362930077,0.6308600789432003,0.9811320754716981,0.3466666666666667
